# Cavity mode tracking
# Output period: 1 steps
# timestep time(ps) cavity_kinetic_energy cavity_potential_energy cavity_total_energy cavity_temperature
19791 0.794339 1.579549 1.085720 2.665269 332501.655150
19792 0.794426 1.420219 1.003188 2.423407 298961.972722
19793 0.794514 1.266754 0.928085 2.194839 266656.988437
19794 0.794602 1.119645 0.859991 1.979636 235689.935520
19795 0.794689 0.979516 0.798498 1.778014 206192.237836
19796 0.794777 0.847150 0.743213 1.590364 178328.639595
19797 0.794864 0.723210 0.693752 1.416961 152238.623503
19798 0.794952 0.608039 0.649753 1.257792 127994.766203
19799 0.795039 0.501979 0.610881 1.112861 105668.752246
19800 0.795127 0.405571 0.576832 0.982403 85374.373728
19801 0.795218 0.316065 0.546212 0.862277 66533.054153
19802 0.795309 0.237738 0.520196 0.757933 50044.741035
19803 0.795400 0.170810 0.498531 0.669341 35956.181459
19804 0.795491 0.115538 0.480990 0.596528 24321.315552
19805 0.795582 0.072055 0.467387 0.539442 15167.803811
19806 0.795673 0.040420 0.457571 0.497992 8508.679241
19807 0.795764 0.020652 0.451427 0.472078 4347.266189
19808 0.795856 0.012728 0.448878 0.461606 2679.221516
19809 0.795947 0.016488 0.449881 0.466369 3470.785735
19810 0.796038 0.031698 0.454424 0.486123 6672.627319
19811 0.796119 0.054608 0.461443 0.516051 11495.153361
19812 0.796199 0.086203 0.471323 0.557525 18145.997849
19813 0.796280 0.126156 0.484130 0.610287 26556.465922
19814 0.796361 0.174216 0.499946 0.674162 36673.190150
19815 0.796442 0.230057 0.518880 0.748937 48427.941938
19816 0.796523 0.293301 0.541046 0.834348 61741.152658
19817 0.796604 0.363615 0.566591 0.930206 76542.517826
19818 0.796684 0.440501 0.595664 1.036165 92727.373051
19819 0.796765 0.523553 0.628436 1.151989 110210.110504
19820 0.796846 0.612283 0.665087 1.277370 128888.120544
19821 0.796918 0.695484 0.701023 1.396507 146402.245551
19822 0.796990 0.782466 0.740312 1.522778 164712.300774
19823 0.797061 0.872941 0.783098 1.656038 183757.643319
19824 0.797133 0.966435 0.829538 1.795974 203438.683236
19825 0.797205 1.062433 0.879781 1.942214 223646.530379
19826 0.797277 1.160944 0.933983 2.094927 244383.436862
19827 0.797349 1.261582 0.992315 2.253896 265568.162467
19828 0.797420 1.363718 1.054935 2.418653 287068.312820
19829 0.797492 1.467155 1.122002 2.589157 308842.145896
19830 0.797564 1.571433 1.193684 2.765116 330793.146020
19831 0.797631 1.669411 1.265165 2.934576 351417.864300
19832 0.797698 1.767265 1.340958 3.108223 372016.702823
19833 0.797766 1.864760 1.421176 3.285936 392539.741327
19834 0.797833 1.961672 1.505945 3.467617 412940.126422
19835 0.797900 2.057585 1.595374 3.652959 433130.141881
19836 0.797967 2.152298 1.689573 3.841872 453067.686021
19837 0.798034 2.245684 1.788647 4.034331 472725.798984
19838 0.798102 2.337460 1.892700 4.230159 492044.988538
19839 0.798169 2.427135 2.001822 4.428958 510922.106690
19840 0.798236 2.514357 2.116096 4.630452 529282.509905
19841 0.798301 2.596414 2.232035 4.828449 546555.920015
19842 0.798367 2.675642 2.352953 5.028594 563233.700808
19843 0.798432 2.751987 2.478899 5.230886 579304.746947
19844 0.798497 2.825391 2.609920 5.435311 594756.543293
19845 0.798563 2.895588 2.746055 5.641643 609533.336020
19846 0.798628 2.962442 2.887329 5.849772 623606.428683
19847 0.798693 3.025639 3.033767 6.059406 636909.689225
19848 0.798758 3.084881 3.185367 6.270248 649380.324407
19849 0.798824 3.139910 3.342125 6.482035 660964.013820
19850 0.798889 3.190754 3.504015 6.694769 671666.932234
19851 0.798954 3.237182 3.670244 6.907425 681440.208256
19852 0.799019 3.279277 3.841497 7.120774 690301.472322
19853 0.799084 3.317006 4.017736 7.334741 698243.448871
19854 0.799149 3.350247 4.198898 7.549145 705240.905041
19855 0.799214 3.378834 4.384920 7.763753 711258.510462
19856 0.799279 3.402729 4.575712 7.978441 716288.570491
19857 0.799344 3.421879 4.771191 8.193069 720319.708842
19858 0.799409 3.436275 4.971242 8.407517 723350.166372
19859 0.799474 3.446062 5.175762 8.621824 725410.312696
19860 0.799539 3.451085 5.384626 8.835711 726467.720480
19861 0.799605 3.451202 5.601846 9.053048 726492.294763
19862 0.799671 3.446372 5.823276 9.269648 725475.543314
19863 0.799738 3.436694 6.048754 9.485448 723438.309042
19864 0.799804 3.422139 6.278098 9.700237 720374.474835
19865 0.799870 3.402794 6.511118 9.913913 716302.329912
19866 0.799936 3.378609 6.747615 10.126223 711211.174472
19867 0.800002 3.349821 6.987366 10.337188 705151.338544
19868 0.800069 3.316748 7.230163 10.546911 698189.227251
19869 0.800135 3.279203 7.475779 10.754982 690285.787697
19870 0.800201 3.237598 7.723963 10.961561 681527.777284
19871 0.800270 3.190182 7.984873 11.175055 671546.532396
19872 0.800339 3.138191 8.248032 11.386223 660602.176816
19873 0.800408 3.082069 8.513125 11.595194 648788.343744
19874 0.800477 3.022051 8.779859 11.801910 636154.304476
19875 0.800546 2.958200 9.047907 12.006107 622713.336750
19876 0.800615 2.890846 9.316947 12.207793 608535.111110
19877 0.800684 2.820318 9.586650 12.406968 593688.707136
19878 0.800753 2.746734 9.856690 12.603424 578198.827188
19879 0.800822 2.670225 10.126720 12.796944 562093.371569
19880 0.800891 2.591395 10.396394 12.987789 545499.380583
19881 0.800965 2.504594 10.684104 13.188698 527227.422579
19882 0.801038 2.415524 10.970593 13.386117 508477.816130
19883 0.801112 2.324619 11.255461 13.580079 489341.869934
19884 0.801186 2.231862 11.538271 13.770133 469816.186855
19885 0.801260 2.137495 11.818584 13.956079 449951.565130
19886 0.801333 2.042051 12.095952 14.138003 429860.256099
19887 0.801407 1.946107 12.369963 14.316070 409663.580739
19888 0.801481 1.849604 12.640212 14.489815 389349.257333
19889 0.801555 1.752786 12.906242 14.659028 368968.728572
19890 0.801629 1.656273 13.167644 14.823916 348652.274272
19891 0.801710 1.550038 13.451487 15.001524 326289.404000
19892 0.801792 1.444742 13.728620 15.173362 304124.202343
19893 0.801874 1.340718 13.998481 15.339198 282226.676744
19894 0.801956 1.238619 14.260549 15.499168 260734.466124
19895 0.802037 1.138688 14.514345 15.653033 239698.542977
19896 0.802119 1.041335 14.759359 15.800694 219205.418650
19897 0.802201 0.946887 14.995154 15.942041 199323.652457
19898 0.802283 0.855553 15.221253 16.076806 180097.487944
19899 0.802364 0.767698 15.437234 16.204931 161603.555730
19900 0.802446 0.683655 15.642672 16.326327 143912.154686
19901 0.802535 0.597071 15.853604 16.450675 125685.848497
19902 0.802624 0.515718 16.051214 16.566932 108560.757141
19903 0.802713 0.439849 16.235100 16.674950 92590.113931
19904 0.802802 0.369722 16.404894 16.774616 77828.097973
19905 0.802891 0.305428 16.560268 16.865696 64293.906724
19906 0.802979 0.247168 16.700877 16.948045 52029.936890
19907 0.803068 0.195175 16.826473 17.021648 41085.142504
19908 0.803157 0.149605 16.936835 17.086441 31492.544421
19909 0.803246 0.110541 17.031824 17.142365 23269.261437
19910 0.803335 0.077968 17.111313 17.189280 16412.501632
19911 0.803412 0.054970 17.167753 17.222723 11571.320252
19912 0.803489 0.036898 17.212408 17.249305 7767.151794
19913 0.803567 0.023651 17.245276 17.268927 4978.602299
19914 0.803644 0.015202 17.266336 17.281538 3200.158318
19915 0.803721 0.011528 17.275625 17.287153 2426.703599
19916 0.803799 0.012528 17.273229 17.285756 2637.128719
19917 0.803876 0.018103 17.259215 17.277318 3810.830977
19918 0.803953 0.028162 17.233704 17.261866 5928.212786
19919 0.804030 0.042586 17.196809 17.239395 8964.559414
19920 0.804108 0.061208 17.148674 17.209882 12884.565348
19921 0.804175 0.080618 17.097918 17.178536 16970.345808
19922 0.804242 0.102951 17.038963 17.141913 21671.562723
19923 0.804309 0.128136 16.971923 17.100059 26973.119960
19924 0.804376 0.156024 16.896948 17.052972 32843.652385
19925 0.804443 0.186394 16.814179 17.000573 39236.755335
19926 0.804510 0.219076 16.723824 16.942900 46116.435117
19927 0.804577 0.254088 16.626062 16.880150 53486.514876
19928 0.804644 0.291224 16.521039 16.812263 61303.941331
19929 0.804711 0.330379 16.408983 16.739362 69546.115845
19930 0.804778 0.371457 16.290041 16.661498 78193.269837
19931 0.804841 0.410975 16.173597 16.584572 86511.854842
19932 0.804903 0.451723 16.051603 16.503325 95089.504353
19933 0.804965 0.493720 15.924225 16.417945 103930.155855
19934 0.805027 0.536735 15.791636 16.328372 112985.043398
19935 0.805090 0.580629 15.654037 16.234666 122224.808452
19936 0.805152 0.625314 15.511601 16.136915 131631.289175
19937 0.805214 0.670691 15.364527 16.035218 141183.325032
19938 0.805277 0.716550 15.212993 15.929544 150836.843144
19939 0.805339 0.762666 15.057226 15.819893 160544.432311
19940 0.805401 0.808985 14.897425 15.706410 170294.693716
19941 0.805461 0.853832 14.739882 15.593714 179735.250762
19942 0.805521 0.898855 14.578940 15.477794 189212.635181
19943 0.805581 0.943611 14.414777 15.358389 198634.122633
19944 0.805641 0.988101 14.247608 15.235709 207999.300759
19945 0.805701 1.032388 14.077594 15.109982 217321.945388
19946 0.805761 1.076171 13.904920 14.981091 226538.506666
19947 0.805821 1.119325 13.729780 14.849105 235622.585282
19948 0.805881 1.161827 13.552363 14.714189 244569.361667
19949 0.805941 1.203420 13.372847 14.576267 253324.950548
19950 0.806001 1.244104 13.191442 14.435546 261889.105860
19951 0.806061 1.283498 13.010362 14.293860 270181.649775
19952 0.806120 1.321771 12.827773 14.149544 278238.378704
19953 0.806179 1.359046 12.643855 14.002901 286084.774832
19954 0.806239 1.395221 12.458755 13.853976 293699.880782
19955 0.806298 1.430111 12.272656 13.702767 301044.326785
19956 0.806357 1.463809 12.085714 13.549523 308137.902833
19957 0.806417 1.496063 11.898086 13.394149 314927.425504
19958 0.806476 1.526660 11.709951 13.236611 321368.321132
19959 0.806535 1.555870 11.521476 13.077345 327517.030006
19960 0.806595 1.583532 11.332790 12.916322 333340.024788
19961 0.806655 1.609568 11.141891 12.751459 338820.782575
19962 0.806715 1.633876 10.951123 12.584999 343937.697135
19963 0.806775 1.656523 10.760628 12.417151 348705.000577
19964 0.806835 1.677544 10.570551 12.248095 353129.985016
19965 0.806895 1.696764 10.381018 12.077782 357175.961299
19966 0.806955 1.713938 10.192182 11.906120 360791.147525
19967 0.807015 1.729274 10.004186 11.733461 364019.395594
19968 0.807075 1.742876 9.817153 11.560029 366882.594902
19969 0.807135 1.754576 9.631200 11.385775 369345.478640
19970 0.807195 1.764212 9.446456 11.210669 371374.039041
19971 0.807257 1.772005 9.256692 11.028696 373014.389192
19972 0.807319 1.777709 9.068489 10.846198 374215.124447
19973 0.807381 1.781509 8.881967 10.663476 375015.079752
19974 0.807443 1.783236 8.697225 10.480461 375378.564610
19975 0.807505 1.782724 8.514389 10.297113 375270.775825
19976 0.807567 1.780100 8.333569 10.113668 374718.387424
19977 0.807630 1.775572 8.154865 9.930438 373765.385826
19978 0.807692 1.768994 7.978358 9.747352 372380.534297
19979 0.807754 1.760489 7.804157 9.564646 370590.263937
19980 0.807816 1.750237 7.632323 9.382560 368432.159575
19981 0.807882 1.737202 7.453055 9.190257 365688.269989
19982 0.807947 1.722014 7.276625 8.998639 362491.062219
19983 0.808013 1.704916 7.103118 8.808034 358891.824125
19984 0.808079 1.685907 6.932593 8.618501 354890.513464
19985 0.808145 1.664880 6.765129 8.430009 350464.140475
19986 0.808210 1.642064 6.600789 8.242853 345661.372384
19987 0.808276 1.617474 6.439621 8.057095 340484.938929
19988 0.808342 1.591224 6.281686 7.872910 334959.167426
19989 0.808408 1.563548 6.127014 7.690562 329133.442883
19990 0.808473 1.534243 5.975636 7.509879 322964.485372
19991 0.808545 1.500700 5.814496 7.315196 315903.496531
19992 0.808617 1.465666 5.657340 7.123006 308528.746840
19993 0.808688 1.429018 5.504205 6.933223 300814.171784
19994 0.808760 1.390922 5.355115 6.746037 292794.925841
19995 0.808832 1.351476 5.210087 6.561564 284491.413057
19996 0.808903 1.310953 5.069136 6.380089 275961.068340
19997 0.808975 1.269396 4.932250 6.201646 267213.036904
19998 0.809047 1.226943 4.799440 6.026384 258276.674154
19999 0.809118 1.183828 4.670684 5.854512 249200.626891
20000 0.809190 1.140112 4.545968 5.686080 239998.388276
20001 0.809271 1.090011 4.409572 5.499583 229451.866014
20002 0.809352 1.039607 4.278293 5.317900 218841.598605
20003 0.809433 0.988994 4.152063 5.141057 208187.248734
20004 0.809515 0.938111 4.030848 4.968959 197476.277116
20005 0.809596 0.887349 3.914596 4.801945 186790.637266
20006 0.809677 0.836836 3.803234 4.640071 176157.522060
20007 0.809758 0.786661 3.696706 4.483368 165595.510839
20008 0.809839 0.737027 3.594941 4.331967 155147.156884
20009 0.809920 0.688143 3.497867 4.186010 144856.891134
20010 0.810001 0.640153 3.405403 4.045556 134754.831688
20011 0.810087 0.590840 3.313186 3.904026 124374.181260
20012 0.810172 0.542918 3.225875 3.768793 114286.517684
20013 0.810257 0.496397 3.143359 3.639755 104493.549939
20014 0.810342 0.451413 3.065560 3.516974 95024.393110
20015 0.810428 0.408205 2.992370 3.400575 85928.869403
20016 0.810513 0.366657 2.923690 3.290348 77182.896138
20017 0.810598 0.326959 2.859452 3.186411 68826.215444
20018 0.810683 0.289296 2.799550 3.088846 60897.924837
20019 0.810768 0.253801 2.743903 2.997704 53426.209653
20020 0.810854 0.220525 2.692399 2.912924 46421.358076
20021 0.810924 0.194606 2.652783 2.847389 40965.365462
20022 0.810995 0.170308 2.615912 2.786220 35850.573979
20023 0.811066 0.147594 2.581735 2.729330 31069.245172
20024 0.811136 0.126481 2.550217 2.676698 26624.845617
20025 0.811207 0.107061 2.521310 2.628371 22536.702435
20026 0.811278 0.089298 2.494965 2.584262 18797.505604
20027 0.811348 0.073163 2.471148 2.544312 15401.209117
20028 0.811419 0.058680 2.449824 2.508504 12352.357274
20029 0.811489 0.045863 2.430961 2.476824 9654.398902
20030 0.811560 0.034722 2.414520 2.449243 7309.138260
20031 0.811622 0.026267 2.402029 2.428296 5529.269001
20032 0.811684 0.019078 2.391377 2.410455 4016.085843
20033 0.811747 0.013152 2.382536 2.395688 2768.515878
20034 0.811809 0.008479 2.375497 2.383977 1784.951549
20035 0.811871 0.005042 2.370231 2.375272 1061.276042
20036 0.811933 0.002808 2.366724 2.369532 591.103381
20037 0.811995 0.001751 2.364956 2.366708 368.653467
20038 0.812058 0.001849 2.364920 2.366768 389.152555
20039 0.812120 0.003086 2.366606 2.369692 649.527493
20040 0.812182 0.005441 2.370006 2.375447 1145.312831
20041 0.812240 0.008623 2.374732 2.383355 1815.194509
20042 0.812298 0.012712 2.380936 2.393647 2675.869755
20043 0.812356 0.017702 2.388609 2.406311 3726.309963
20044 0.812415 0.023555 2.397750 2.421305 4958.455467
20045 0.812473 0.030245 2.408350 2.438595 6366.677965
20046 0.812531 0.037729 2.420410 2.458139 7942.070418
20047 0.812589 0.045989 2.433914 2.479903 9680.977409
20048 0.812647 0.055013 2.448871 2.503884 11580.473458
20049 0.812706 0.064727 2.465269 2.529995 13625.201120
20050 0.812764 0.075117 2.483107 2.558225 15812.519685
20051 0.812820 0.085774 2.501747 2.587522 18055.880631
20052 0.812876 0.097002 2.521731 2.618733 20419.363941
20053 0.812933 0.108781 2.543059 2.651840 22898.754450
20054 0.812989 0.121094 2.565730 2.686824 25490.858476
20055 0.813045 0.133912 2.589749 2.723660 28188.981189
20056 0.813102 0.147189 2.615113 2.762302 30983.892805
20057 0.813158 0.160880 2.641825 2.802705 33865.955373
20058 0.813214 0.174909 2.669881 2.844789 36819.055896
20059 0.813271 0.189305 2.699275 2.888580 39849.403061
20060 0.813327 0.204013 2.730016 2.934030 42945.668144
20061 0.813383 0.218918 2.761862 2.980780 46083.113776
20062 0.813439 0.234118 2.795038 3.029156 49282.765447
20063 0.813495 0.249514 2.829539 3.079052 52523.641687
20064 0.813551 0.265088 2.865366 3.130454 55802.124181
20065 0.813607 0.280785 2.902515 3.183300 59106.370850
20066 0.813663 0.296595 2.940984 3.237580 62434.556951
20067 0.813719 0.312535 2.980775 3.293310 65789.922455
20068 0.813775 0.328560 3.021888 3.350448 69163.297086
20069 0.813830 0.344610 3.064321 3.408931 72541.805523
20070 0.813886 0.360598 3.108074 3.468672 75907.377832
20071 0.813943 0.376793 3.153855 3.530647 79316.400740
20072 0.814000 0.393052 3.200989 3.594041 82739.053064
20073 0.814057 0.409278 3.249482 3.658760 86154.657118
20074 0.814114 0.425346 3.299329 3.724674 89537.054792
20075 0.814170 0.441321 3.350520 3.791841 92899.886484
20076 0.814227 0.457058 3.403060 3.860119 96212.671022
20077 0.814284 0.472489 3.456928 3.929418 99461.003560
20078 0.814341 0.487830 3.512121 3.999950 102690.140493
20079 0.814398 0.503044 3.568644 4.071689 105892.947232
20080 0.814455 0.517882 3.626492 4.144374 109016.256665
20081 0.814514 0.532977 3.688000 4.220977 112193.906603
20082 0.814573 0.547895 3.750919 4.298814 115334.141619
20083 0.814632 0.562468 3.815244 4.377712 118401.861245
20084 0.814691 0.576628 3.880961 4.457588 121382.499872
20085 0.814750 0.590310 3.948056 4.538366 124262.616605
20086 0.814809 0.603531 4.016511 4.620042 127045.809715
20087 0.814868 0.616491 4.086314 4.702805 129773.944239
20088 0.814927 0.628986 4.157468 4.786454 132404.092586
20089 0.814986 0.640904 4.229940 4.870844 134912.994769
20090 0.815045 0.652383 4.303720 4.956103 137329.254582
20091 0.815108 0.664184 4.384074 5.048258 139813.433177
20092 0.815171 0.675484 4.465893 5.141376 142192.093251
20093 0.815235 0.686067 4.549152 5.235219 144420.009739
20094 0.815298 0.696045 4.633814 5.329859 146520.327532
20095 0.815361 0.705473 4.719869 5.425341 148504.955792
20096 0.815424 0.714261 4.807282 5.521543 150354.907871
20097 0.815487 0.722259 4.896032 5.618291 152038.475993
20098 0.815550 0.729461 4.986067 5.715528 153554.647761
20099 0.815614 0.736138 5.077361 5.813500 154960.150170
20100 0.815677 0.742146 5.169894 5.912040 156224.782035
20101 0.815746 0.747907 5.273383 6.021290 157437.567735
20102 0.815816 0.752905 5.378280 6.131185 158489.642154
20103 0.815886 0.757171 5.484543 6.241714 159387.661101
20104 0.815956 0.760535 5.592128 6.352663 160095.852391
20105 0.816025 0.762923 5.700966 6.463889 160598.512049
20106 0.816095 0.764487 5.810997 6.575484 160927.667634
20107 0.816165 0.765310 5.922172 6.687481 161100.898699
20108 0.816234 0.765301 6.034437 6.799738 161098.965971
