# CORRECTED Energy tracking following working EnergyContributionTracker pattern
# Output period: 10 steps
# All energies in Hartree (atomic units)
# Column definitions:
#   time(ps): simulation time in picoseconds
#   timestep: simulation timestep number
#   harmonic_energy: harmonic bond potential energy
#   lj_energy: Lennard-Jones potential energy
#   ewald_short_energy: short-range Coulomb energy
#   ewald_long_energy: long-range Coulomb energy
#   cavity_harmonic_energy: cavity harmonic potential energy
#   cavity_coupling_energy: cavity-molecule coupling energy
#   cavity_dipole_self_energy: dipole self-energy
#   cavity_total_potential_energy: total cavity potential energy
#   molecular_kinetic_energy: molecular kinetic energy
#   cavity_kinetic_energy: cavity kinetic energy
#   total_kinetic_energy: total kinetic energy
#   total_potential_energy: total potential energy
#   system_total_energy: total system energy (KE + PE)
#   molecular_reservoir_energy: molecular reservoir energy
#   cavity_reservoir_energy: cavity reservoir energy
#   total_reservoir_energy: total reservoir energy
#   universe_total_energy: universe total energy (system + reservoir) [CONSERVED]
#   temperature: kinetic temperature (K)
time(ps) timestep harmonic_energy lj_energy ewald_short_energy ewald_long_energy cavity_harmonic_energy cavity_coupling_energy cavity_dipole_self_energy cavity_total_potential_energy molecular_kinetic_energy cavity_kinetic_energy total_kinetic_energy total_potential_energy system_total_energy molecular_reservoir_energy cavity_reservoir_energy total_reservoir_energy universe_total_energy temperature
0.098446 5760 2.585418 -0.658615 -0.332474 -0.398239 14.965702 -22.505240 8.461345 0.921808 1.621327 5.491572 7.112899 2.117898 9.230797 0.073962 0.062191 0.136154 9.366950 227.530674
0.098713 5770 2.384575 -0.659864 -0.331752 -0.397560 16.781215 -23.395598 8.154686 1.540303 1.704810 4.990186 6.694996 2.535701 9.230697 0.074021 0.062055 0.136076 9.366774 239.246420
0.098986 5780 2.138276 -0.661231 -0.330951 -0.396814 18.640214 -24.181906 7.844938 2.303246 1.799167 4.378486 6.177653 3.052526 9.230179 0.073900 0.062791 0.136691 9.366870 252.488053
0.099269 5790 1.855267 -0.662691 -0.330072 -0.396002 20.508938 -24.854637 7.535616 3.189916 1.895824 3.676813 5.572637 3.656417 9.229054 0.074223 0.063616 0.137840 9.366894 266.052562
0.099562 5800 1.546515 -0.664221 -0.329119 -0.395127 22.344053 -25.404303 7.230488 4.170238 1.986944 2.912541 4.899485 4.328286 9.227771 0.074369 0.064677 0.139046 9.366817 278.839942
0.099869 5810 1.225656 -0.665796 -0.328091 -0.394191 24.089033 -25.820940 6.933922 5.202015 2.063700 2.124701 4.188402 5.039594 9.227996 0.074309 0.064561 0.138870 9.366865 289.611645
0.100194 5820 0.909364 -0.667391 -0.326987 -0.393196 25.669884 -26.093540 6.651160 6.227505 2.117063 1.362462 3.479525 5.749295 9.228820 0.074142 0.063923 0.138066 9.366885 297.100322
0.100542 5830 0.617652 -0.668986 -0.325806 -0.392143 26.988635 -26.208404 6.388623 7.168854 2.137966 0.691144 2.829110 6.399571 9.228680 0.074408 0.063940 0.138347 9.367028 300.033856
0.100922 5840 0.374560 -0.670565 -0.324538 -0.391030 27.910433 -26.145124 6.154725 7.920034 2.119124 0.200350 2.319474 6.908460 9.227934 0.074833 0.064301 0.139133 9.367068 297.389653
0.101345 5850 0.211750 -0.672108 -0.323181 -0.389865 28.232453 -25.870496 5.964123 8.326080 2.055546 0.019181 2.074727 7.152677 9.227403 0.075373 0.064300 0.139673 9.367076 288.467320
0.101819 5860 0.167120 -0.673562 -0.321764 -0.388686 27.676327 -25.338862 5.842358 8.179824 1.950885 0.313147 2.264032 6.962931 9.226963 0.075986 0.064100 0.140086 9.367050 273.779629
0.102326 5870 0.260750 -0.674808 -0.320414 -0.387614 26.054806 -24.535496 5.822438 7.341747 1.830400 1.175573 3.005973 6.219661 9.225634 0.076593 0.064828 0.141421 9.367055 256.871209
0.102795 5880 0.440686 -0.675690 -0.319353 -0.386827 23.737714 -23.584634 5.905798 6.058878 1.738281 2.368849 4.107130 5.117693 9.224823 0.076545 0.065580 0.142126 9.366949 243.943606
0.103218 5890 0.642000 -0.676265 -0.318580 -0.386307 21.138557 -22.553024 6.062754 4.648286 1.684612 3.629607 5.314219 3.909135 9.223354 0.077137 0.066449 0.143586 9.366940 236.411901
0.103610 5900 0.832327 -0.676614 -0.318031 -0.385989 18.438936 -21.436037 6.275261 3.278160 1.665133 4.827477 6.492610 2.729854 9.222464 0.076683 0.067595 0.144278 9.366741 233.678283
0.103981 5910 0.993353 -0.676775 -0.317668 -0.385836 15.760724 -20.228237 6.532186 2.064673 1.669726 5.874166 7.543892 1.677747 9.221639 0.076710 0.068358 0.145068 9.366707 234.322846
0.104338 5920 1.114559 -0.676773 -0.317466 -0.385818 13.201601 -18.932063 6.824165 1.093703 1.689027 6.702695 8.391721 0.828205 9.219927 0.076910 0.070048 0.146958 9.366885 237.031440
0.104682 5930 1.191762 -0.676626 -0.317400 -0.385909 10.826019 -17.551090 7.143698 0.418626 1.713644 7.274135 8.987779 0.230453 9.218232 0.077076 0.071449 0.148525 9.366757 240.486109
0.105018 5940 1.224910 -0.676352 -0.317450 -0.386087 8.675612 -16.091668 7.484333 0.068277 1.735494 7.568779 9.304274 -0.086702 9.217571 0.076676 0.072215 0.148891 9.366463 243.552509
0.105349 5950 1.216693 -0.675969 -0.317594 -0.386330 6.775691 -14.563775 7.839917 0.051833 1.746375 7.580768 9.327142 -0.111368 9.215775 0.076770 0.074068 0.150837 9.366612 245.079436
0.105677 5960 1.171708 -0.675500 -0.317812 -0.386615 5.139191 -12.981989 8.204184 0.361386 1.741418 7.320104 9.061523 0.153167 9.214690 0.076911 0.074862 0.151773 9.366462 244.383885
0.106004 5970 1.095860 -0.674971 -0.318081 -0.386920 3.767823 -11.364780 8.570688 0.973731 1.717276 6.807391 8.524667 0.689620 9.214286 0.077223 0.075331 0.152554 9.366840 240.995794
0.106333 5980 0.995932 -0.674415 -0.318377 -0.387220 2.654509 -9.735434 8.932455 1.851530 1.673293 6.072324 7.745618 1.467450 9.213067 0.077422 0.076081 0.153503 9.366571 234.823423
0.106667 5990 0.879322 -0.673870 -0.318675 -0.387491 1.784878 -8.123273 9.281647 2.943253 1.610690 5.157706 6.768395 2.442538 9.210933 0.077865 0.077983 0.155848 9.366781 226.037935
0.107008 6000 0.753985 -0.673386 -0.318945 -0.387702 1.138115 -6.565154 9.608933 4.181894 1.534701 4.121376 5.656077 3.555846 9.211923 0.077734 0.076971 0.154704 9.366627 215.374030
0.107361 6010 0.628188 -0.673021 -0.319150 -0.387818 0.686745 -5.104949 9.903496 5.485292 1.451575 3.026162 4.477738 4.733491 9.211228 0.078282 0.077259 0.155541 9.366770 203.708430
0.107728 6020 0.510650 -0.672851 -0.319250 -0.387799 0.398541 -3.798230 10.151921 6.752232 1.373136 1.954478 3.327614 5.882983 9.210597 0.078788 0.077532 0.156321 9.366917 192.700531
0.108116 6030 0.411141 -0.672967 -0.319191 -0.387591 0.238045 -2.720612 10.336304 7.853736 1.315277 1.009685 2.324961 6.885128 9.210089 0.078880 0.078035 0.156916 9.367004 184.580783
0.108526 6040 0.340684 -0.673478 -0.318914 -0.387138 0.168020 -1.971802 10.433725 8.629943 1.297461 0.321151 1.618612 7.591097 9.209710 0.078812 0.078534 0.157347 9.367056 182.080605
0.108955 6050 0.309560 -0.674472 -0.318363 -0.386393 0.154861 -1.656201 10.421103 8.919763 1.338992 0.020747 1.359739 7.850094 9.209833 0.078711 0.078513 0.157224 9.367058 187.908894
0.109398 6060 0.323762 -0.675988 -0.317512 -0.385336 0.182355 -1.844048 10.283399 8.621706 1.450711 0.192385 1.643097 7.566633 9.209729 0.078691 0.078641 0.157332 9.367062 203.587160
0.109842 6070 0.382101 -0.677957 -0.316386 -0.384004 0.265088 -2.533314 10.023619 7.755393 1.624972 0.825283 2.450255 6.759148 9.209403 0.078934 0.078678 0.157612 9.367015 228.042311
0.110275 6080 0.475811 -0.680219 -0.315061 -0.382484 0.446094 -3.634898 9.664564 6.475760 1.835939 1.799164 3.635103 5.573807 9.208910 0.079239 0.078636 0.157875 9.366785 257.648470
0.110690 6090 0.592746 -0.682587 -0.313633 -0.380875 0.778024 -5.013505 9.238946 5.003465 2.049770 2.938454 4.988224 4.219115 9.207339 0.079704 0.079668 0.159373 9.366712 287.656692
0.111083 6100 0.720950 -0.684893 -0.312194 -0.379271 1.301068 -6.530277 8.780249 3.551039 2.235851 4.075175 6.311026 2.895632 9.206658 0.080580 0.079285 0.159865 9.366523 313.770554
0.111453 6110 0.851075 -0.687020 -0.310810 -0.377738 2.033563 -8.075661 8.315032 2.272935 2.375071 5.081791 7.456862 1.748441 9.205303 0.081173 0.079953 0.161126 9.366429 333.308147
0.111804 6120 0.977686 -0.688917 -0.309513 -0.376308 2.981887 -9.588019 7.857777 1.251645 2.459190 5.890753 8.349943 0.854593 9.204537 0.081250 0.080878 0.162128 9.366665 345.113172
0.112141 6130 1.097035 -0.690559 -0.308324 -0.374999 4.141223 -11.029792 7.417947 0.529378 2.484946 6.465927 8.950872 0.252531 9.203403 0.081995 0.081127 0.163122 9.366525 348.727594
0.112465 6140 1.206352 -0.691935 -0.307255 -0.373824 5.497769 -12.379045 7.001862 0.120586 2.456075 6.792850 9.248924 -0.046077 9.202848 0.082156 0.081648 0.163803 9.366651 344.675965
0.112781 6150 1.303484 -0.693043 -0.306315 -0.372791 7.030226 -13.624187 6.613776 0.019815 2.377711 6.872688 9.250399 -0.048851 9.201549 0.082419 0.082622 0.165042 9.366590 333.678728
0.113090 6160 1.386661 -0.693890 -0.305508 -0.371907 8.711262 -14.761164 6.256689 0.206787 2.258445 6.720364 8.978810 0.222142 9.200951 0.082536 0.083209 0.165745 9.366696 316.941401
0.113394 6170 1.454451 -0.694485 -0.304839 -0.371177 10.509438 -15.791746 5.932535 0.650227 2.108308 6.357422 8.465729 0.734177 9.199907 0.082620 0.084048 0.166668 9.366575 295.871721
0.113696 6180 1.505628 -0.694839 -0.304309 -0.370605 12.388104 -16.720881 5.642914 1.310137 1.938682 5.814544 7.753226 1.446011 9.199237 0.082908 0.084575 0.167483 9.366719 272.067053
0.113996 6190 1.539155 -0.694965 -0.303922 -0.370197 14.302592 -17.554683 5.389685 2.137594 1.762979 5.127928 6.890907 2.307664 9.198571 0.083076 0.084812 0.167887 9.366458 247.409644
0.114296 6200 1.554435 -0.694876 -0.303679 -0.369959 16.208437 -18.303183 5.173948 3.079202 1.594117 4.338708 5.932826 3.265123 9.197948 0.083642 0.085048 0.168689 9.366638 223.712240
0.114599 6210 1.551195 -0.694585 -0.303584 -0.369895 18.056842 -18.976997 4.997073 4.076918 1.446854 3.490173 4.937026 4.260050 9.197076 0.083726 0.085737 0.169463 9.366539 203.045798
0.114905 6220 1.529599 -0.694101 -0.303639 -0.370015 19.794025 -19.586600 4.860949 5.068373 1.334596 2.632019 3.966614 5.230217 9.196831 0.084020 0.085923 0.169944 9.366775 187.291939
0.115216 6230 1.490487 -0.693432 -0.303850 -0.370327 21.359072 -20.140837 4.768220 5.986455 1.271555 1.815893 3.087448 6.109333 9.196781 0.084219 0.085789 0.170009 9.366790 178.445048
0.115534 6240 1.435721 -0.692584 -0.304222 -0.370840 22.685565 -20.646027 4.722122 6.761660 1.270233 1.096594 2.366828 6.829735 9.196563 0.084385 0.085873 0.170258 9.366821 178.259567
0.115856 6250 1.368717 -0.691565 -0.304756 -0.371560 23.704127 -21.103871 4.726062 7.326319 1.339800 0.529654 1.869454 7.327155 9.196609 0.084491 0.085678 0.170169 9.366778 188.022317
0.116180 6260 1.294567 -0.690385 -0.305447 -0.372480 24.356309 -21.511532 4.782400 7.627176 1.482785 0.160156 1.642942 7.553432 9.196373 0.084723 0.085766 0.170489 9.366862 208.088312
0.116506 6270 1.219157 -0.689049 -0.306287 -0.373593 24.608589 -21.863937 4.892311 7.636963 1.695205 0.013842 1.709047 7.487190 9.196237 0.084863 0.085730 0.170593 9.366831 237.898410
0.116833 6280 1.148501 -0.687551 -0.307271 -0.374892 24.449048 -22.152839 5.056807 7.353016 1.967129 0.096887 2.064016 7.131803 9.195819 0.085284 0.085688 0.170972 9.366791 276.059197
0.117163 6290 1.088526 -0.685874 -0.308394 -0.376372 23.880802 -22.365327 5.277416 6.792891 2.284955 0.399326 2.684280 6.510776 9.195057 0.085919 0.085795 0.171714 9.366771 320.661654
0.117497 6300 1.045096 -0.683998 -0.309651 -0.378024 22.922128 -22.482757 5.555348 5.994720 2.631124 0.895332 3.526455 5.668142 9.194597 0.085961 0.086123 0.172083 9.366680 369.241642
0.117835 6310 1.023460 -0.681898 -0.311036 -0.379844 21.602424 -22.482024 5.892436 5.012835 2.983897 1.545906 4.529803 4.663517 9.193319 0.086343 0.087055 0.173399 9.366718 418.748453
0.118181 6320 1.028186 -0.679542 -0.312547 -0.381825 19.961850 -22.335443 6.290609 3.917016 3.320754 2.300363 5.621116 3.571289 9.192405 0.086445 0.087868 0.174313 9.366718 466.021617
0.118535 6330 1.062863 -0.676899 -0.314174 -0.383958 18.051504 -22.011322 6.751268 2.791451 3.616139 3.095083 6.711222 2.479282 9.190505 0.086902 0.089229 0.176131 9.366635 507.474908
0.118899 6340 1.129285 -0.673960 -0.315897 -0.386219 15.944534 -21.479082 7.272097 1.737548 3.844602 3.853938 7.698540 1.490758 9.189298 0.086811 0.090531 0.177342 9.366639 539.536515
0.119265 6350 1.224432 -0.670804 -0.317648 -0.388522 13.774394 -20.732142 7.834987 0.877238 3.979919 4.483210 8.463129 0.724697 9.187827 0.087207 0.091568 0.178774 9.366601 558.526385
0.119622 6360 1.339248 -0.667584 -0.319330 -0.390748 11.699030 -19.804160 8.409029 0.303899 4.012915 4.908067 8.920982 0.265485 9.186468 0.087679 0.092207 0.179886 9.366354 563.156882
0.119961 6370 1.462946 -0.664443 -0.320873 -0.392809 9.825008 -18.750655 8.967094 0.041447 3.954630 5.103224 9.057854 0.126267 9.184122 0.087887 0.094626 0.182513 9.366635 554.977361
0.120284 6380 1.587952 -0.661451 -0.322252 -0.394680 8.180517 -17.615705 9.496719 0.061530 3.824644 5.086793 8.911436 0.271098 9.182534 0.087977 0.095896 0.183874 9.366408 536.735580
0.120595 6390 1.709566 -0.658642 -0.323462 -0.396358 6.759078 -16.431181 9.992429 0.320325 3.641570 4.887753 8.529323 0.651429 9.180752 0.088698 0.097086 0.185784 9.366536 511.043687
0.120896 6400 1.824613 -0.656047 -0.324498 -0.397841 5.546755 -15.225552 10.449743 0.770945 3.424335 4.538747 7.963082 1.217173 9.180255 0.088666 0.097688 0.186353 9.366608 480.557795
0.121189 6410 1.931119 -0.653698 -0.325354 -0.399124 4.526261 -14.024860 10.864639 1.366040 3.187707 4.072479 7.260186 1.918982 9.179168 0.088781 0.098557 0.187338 9.366506 447.350334
0.121478 6420 2.027980 -0.651626 -0.326024 -0.400204 3.679765 -12.854504 11.232917 2.058177 2.946228 3.524279 6.470507 2.708303 9.178811 0.088677 0.099092 0.187770 9.366581 413.462147
0.121763 6430 2.114885 -0.649865 -0.326499 -0.401074 2.989275 -11.739374 11.550372 2.800272 2.712441 2.928100 5.640541 3.537719 9.178260 0.088540 0.099765 0.188305 9.366565 380.653402
0.122046 6440 2.192397 -0.648442 -0.326775 -0.401726 2.435625 -10.700923 11.813521 3.548223 2.496618 2.317479 4.814097 4.363678 9.177774 0.088828 0.100070 0.188898 9.366673 350.365643
0.122330 6450 2.261670 -0.647386 -0.326842 -0.402154 2.001045 -9.759862 12.018802 4.259984 2.309004 1.723156 4.032160 5.145273 9.177433 0.088547 0.100608 0.189154 9.366587 324.036651
0.122615 6460 2.324343 -0.646726 -0.326692 -0.402348 1.669515 -8.936327 12.162418 4.895606 2.157006 1.176952 3.333959 5.844183 9.178142 0.088215 0.100189 0.188404 9.366545 302.705885
0.122903 6470 2.382440 -0.646490 -0.326317 -0.402297 1.427245 -8.250209 12.240298 5.417334 2.046718 0.706712 2.753430 6.424670 9.178101 0.088404 0.100210 0.188615 9.366716 287.228487
0.123196 6480 2.437941 -0.646707 -0.325709 -0.401988 1.264088 -7.724205 12.248234 5.788117 1.984382 0.341956 2.326339 6.851653 9.177992 0.088474 0.100179 0.188653 9.366645 278.480488
0.123488 6490 2.492078 -0.647379 -0.324882 -0.401426 1.172716 -7.380299 12.184982 5.977400 1.972837 0.109460 2.082297 7.095790 9.178087 0.088413 0.100158 0.188571 9.366658 276.860246
0.123777 6500 2.546032 -0.648475 -0.323861 -0.400629 1.145265 -7.223205 12.054292 5.976352 2.009467 0.019246 2.028713 7.149419 9.178132 0.088310 0.100238 0.188549 9.366680 282.000788
0.124061 6510 2.600523 -0.649950 -0.322673 -0.399622 1.176135 -7.244938 11.862547 5.793744 2.088328 0.067826 2.156154 7.022023 9.178177 0.088245 0.100241 0.188486 9.366663 293.067790
0.124341 6520 2.655329 -0.651744 -0.321351 -0.398433 1.263058 -7.429952 11.617864 5.450970 2.202339 0.241731 2.444070 6.734772 9.178842 0.087582 0.100233 0.187815 9.366657 309.067728
0.124616 6530 2.709437 -0.653801 -0.319924 -0.397090 1.406906 -7.758274 11.328540 4.977172 2.342009 0.520628 2.862637 6.315794 9.178430 0.087695 0.100546 0.188241 9.366672 328.668392
0.124887 6540 2.761177 -0.656071 -0.318416 -0.395617 1.611811 -8.209671 11.001590 4.403730 2.500637 0.881973 3.382610 5.794803 9.177412 0.088063 0.101162 0.189225 9.366637 350.929590
0.125156 6550 2.808108 -0.658512 -0.316847 -0.394032 1.884508 -8.764970 10.643388 3.762926 2.672259 1.303501 3.975761 5.201644 9.177404 0.088275 0.100935 0.189210 9.366615 375.014482
0.125423 6560 2.847032 -0.661078 -0.315238 -0.392357 2.232541 -9.404027 10.260762 3.089276 2.850571 1.758130 4.608700 4.567634 9.176334 0.088700 0.101472 0.190172 9.366506 400.037987
0.125689 6570 2.874355 -0.663732 -0.313610 -0.390612 2.664836 -10.108553 9.859398 2.415681 3.031273 2.222977 5.254250 3.922082 9.176331 0.088980 0.101221 0.190202 9.366533 425.397032
0.125956 6580 2.886112 -0.666443 -0.311976 -0.388810 3.190888 -10.861517 9.444467 1.773838 3.210107 2.672216 5.882323 3.292721 9.175043 0.089702 0.101717 0.191419 9.366462 450.493894
0.126224 6590 2.878129 -0.669178 -0.310356 -0.386971 3.819312 -11.645963 9.021396 1.194745 3.385336 3.083823 6.469159 2.706369 9.175528 0.089576 0.101461 0.191037 9.366565 475.084862
0.126495 6600 2.846292 -0.671910 -0.308764 -0.385109 4.558331 -12.446712 8.594940 0.706558 3.554161 3.434183 6.988344 2.187068 9.175412 0.089363 0.101773 0.191136 9.366548 498.777071
0.126769 6610 2.786719 -0.674619 -0.307215 -0.383238 5.415422 -13.250320 8.169378 0.334480 3.715272 3.704417 7.419689 1.756127 9.175816 0.089139 0.101611 0.190749 9.366565 521.386848
0.127049 6620 2.695962 -0.677288 -0.305720 -0.381371 6.397263 -14.045369 7.748579 0.100473 3.867847 3.875396 7.743243 1.432057 9.175301 0.089126 0.102078 0.191203 9.366504 542.798607
0.127336 6630 2.571411 -0.679899 -0.304293 -0.379522 7.508402 -14.821678 7.336440 0.023164 4.011707 3.933119 7.944826 1.230862 9.175688 0.089192 0.101719 0.190911 9.366598 562.987314
0.127632 6640 2.412188 -0.682432 -0.302950 -0.377707 8.747613 -15.568826 6.937704 0.116491 4.146957 3.863308 8.010264 1.165590 9.175855 0.088679 0.101990 0.190668 9.366523 581.967743
0.127939 6650 2.220438 -0.684862 -0.301711 -0.375951 10.104738 -16.276620 6.558231 0.386349 4.271094 3.660720 7.931813 1.244264 9.176077 0.088849 0.101596 0.190445 9.366522 599.388632
0.128255 6660 2.003544 -0.687148 -0.300603 -0.374287 11.552023 -16.933454 6.205988 0.824557 4.382042 3.328590 7.710631 1.466062 9.176694 0.089038 0.100805 0.189842 9.366536 614.958649
0.128576 6670 1.777577 -0.689222 -0.299662 -0.372769 13.027643 -17.523282 5.892669 1.397030 4.474732 2.888291 7.363023 1.812954 9.175977 0.089088 0.101503 0.190591 9.366568 627.966469
0.128897 6680 1.562758 -0.691035 -0.298907 -0.371437 14.463679 -18.039063 5.626041 2.050656 4.543408 2.380795 6.924203 2.252035 9.176238 0.089305 0.100953 0.190258 9.366496 637.604145
0.129218 6690 1.378410 -0.692573 -0.298339 -0.370300 15.808991 -18.485557 5.407829 2.731263 4.583390 1.844622 6.428012 2.748460 9.176472 0.089253 0.100807 0.190060 9.366532 643.215070
0.129540 6700 1.243239 -0.693832 -0.297950 -0.369361 17.021596 -18.871155 5.237674 3.388114 4.588138 1.317714 5.905853 3.270210 9.176063 0.089454 0.101101 0.190555 9.366618 643.881438
0.129866 6710 1.176188 -0.694805 -0.297737 -0.368618 18.061679 -19.203664 5.115382 3.973397 4.550624 0.837297 5.387921 3.788425 9.176346 0.089423 0.100833 0.190256 9.366602 638.616872
0.130201 6720 1.196887 -0.695476 -0.297697 -0.368073 18.888092 -19.488460 5.041801 4.441433 4.460657 0.437879 4.898537 4.277073 9.175609 0.090130 0.100979 0.191108 9.366718 625.991265
0.130545 6730 1.325070 -0.695819 -0.297834 -0.367736 19.452122 -19.725582 5.019553 4.746093 4.308814 0.156119 4.464933 4.709774 9.174707 0.090957 0.101020 0.191977 9.366684 604.682202
0.130888 6740 1.565332 -0.695807 -0.298136 -0.367620 19.699192 -19.903319 5.050063 4.845936 4.096462 0.027883 4.124345 5.049706 9.174051 0.091427 0.101171 0.192597 9.366648 574.881478
0.131216 6750 1.895621 -0.695472 -0.298567 -0.367703 19.633213 -20.013831 5.126566 4.745949 3.838838 0.054891 3.893729 5.279828 9.173557 0.091899 0.101209 0.193108 9.366665 538.727532
0.131523 6760 2.284233 -0.694882 -0.299085 -0.367944 19.307009 -20.058095 5.238669 4.487583 3.554532 0.208413 3.762946 5.409904 9.172850 0.092509 0.101275 0.193784 9.366634 498.829183
0.131813 6770 2.704873 -0.694102 -0.299663 -0.368307 18.777607 -20.039577 5.378160 4.116189 3.258779 0.455134 3.713913 5.458991 9.172903 0.092486 0.101249 0.193734 9.366638 457.324363
0.132089 6780 3.137952 -0.693176 -0.300284 -0.368765 18.089063 -19.960234 5.539882 3.668711 2.961747 0.766882 3.728629 5.444439 9.173068 0.092403 0.101205 0.193607 9.366675 415.639977
0.132354 6790 3.565230 -0.692144 -0.300934 -0.369299 17.278812 -19.820992 5.719594 3.177415 2.673932 1.118631 3.792563 5.380266 9.172829 0.092529 0.101319 0.193848 9.366677 375.249195
0.132610 6800 3.971335 -0.691039 -0.301606 -0.369895 16.376924 -19.622144 5.914140 2.668920 2.404695 1.489401 3.894096 5.277716 9.171812 0.093024 0.101786 0.194811 9.366623 337.465533
0.132859 6810 4.343072 -0.689887 -0.302289 -0.370542 15.407652 -19.363504 6.121095 2.165243 2.162944 1.862514 4.025458 5.145598 9.171056 0.093594 0.101981 0.195575 9.366631 303.539098
0.133104 6820 4.668673 -0.688713 -0.302978 -0.371230 14.391699 -19.044922 6.338367 1.685144 1.957280 2.222096 4.179376 4.990896 9.170272 0.093718 0.102659 0.196377 9.366650 274.677070
0.133345 6830 4.937659 -0.687540 -0.303667 -0.371953 13.347069 -18.666438 6.564026 1.244658 1.794967 2.556515 4.351482 4.819157 9.170638 0.093678 0.102264 0.195942 9.366580 251.898690
0.133583 6840 5.140829 -0.686389 -0.304349 -0.372703 12.289503 -18.228340 6.796195 0.857359 1.682387 2.853162 4.535548 4.634747 9.170295 0.094015 0.102313 0.196328 9.366623 236.099588
0.133820 6850 5.270339 -0.685279 -0.305017 -0.373475 11.233235 -17.731581 7.032987 0.534641 1.626773 3.102478 4.729251 4.441209 9.170459 0.093684 0.102465 0.196149 9.366609 228.295031
0.134056 6860 5.319866 -0.684229 -0.305665 -0.374262 10.190810 -17.177704 7.272544 0.285650 1.632454 3.296047 4.928501 4.241360 9.169861 0.093636 0.103126 0.196761 9.366622 229.092186
0.134293 6870 5.284645 -0.683255 -0.306286 -0.375058 9.173202 -16.568697 7.512906 0.117410 1.703517 3.427444 5.130961 4.037457 9.168418 0.094057 0.104124 0.198182 9.366599 239.064976
0.134531 6880 5.161636 -0.682370 -0.306874 -0.375858 8.190008 -15.907196 7.752025 0.034837 1.843856 3.492511 5.336367 3.831371 9.167739 0.094167 0.104657 0.198825 9.366563 258.759548
0.134772 6890 4.949728 -0.681585 -0.307420 -0.376655 7.249806 -15.196772 7.987733 0.040766 2.055251 3.486859 5.542109 3.624834 9.166944 0.093915 0.105677 0.199592 9.366536 288.425851
0.135016 6900 4.650034 -0.680911 -0.307916 -0.377445 6.359835 -14.441615 8.217646 0.135866 2.336876 3.409928 5.746804 3.419629 9.166433 0.094189 0.105996 0.200185 9.366618 327.948142
0.135266 6910 4.266074 -0.680351 -0.308353 -0.378219 5.526116 -13.646727 8.439209 0.318598 2.687861 3.259930 5.947791 3.217749 9.165540 0.094091 0.107043 0.201134 9.366673 377.203897
